shrid2,road_award_date_new,road_award_date_upg,road_comp_date_new,road_comp_date_upg,road_comp_date_stip_new,road_comp_date_stip_upg,road_sanc_year_new,road_sanc_year_upg,road_length_new,road_length_upg,road_cost_new,road_cost_upg,road_cost_sanc_new,road_cost_sanc_upg,road_cost_state_new,road_cost_state_upg,road_name_new,road_name_upg
11-01-002-00007-000643,,,,,,,,,,,,,,,,,,
11-01-002-00007-000644,,,,,,,,,,,,,,,,,,
11-01-002-00007-000645,,,,,,,,,,,,,,,,,,
11-01-002-00007-000646,,,,,,,,,,,,,,,,,,
11-01-002-00007-000647,,,,,,,,,,,,,,,,,,
11-01-002-00007-000648,,,,,,,,,,,,,,,,,,
11-01-002-00007-000649,,,,,,,,,,,,,,,,,,
11-01-002-00007-000650,,,,,,,,,,,,,,,,,,
11-01-002-00007-000651,,,,,,,,,,,,,,,,,,
11-01-002-00007-000652,,,,,,,,,,,,,,,,,,
11-01-002-00007-000653,,,,,,,,,,,,,,,,,,
11-01-002-00007-000654,,,,,,,,,,,,,,,,,,
11-01-002-00007-000655,,,,,,,,,,,,,,,,,,
11-01-002-00007-000656,,,,,,,,,,,,,,,,,,
11-01-002-00007-000657,,,,,,,,,,,,,,,,,,
11-01-002-00007-000658,,,,,,,,,,,,,,,,,,
11-01-002-00007-000659,,,,,,,,,,,,,,,,,,
11-01-002-00007-000660,,,,,,,,,,,,,,,,,,
11-01-002-00007-000661,,,,,,,,,,,,,,,,,,
11-01-002-00007-000662,,,,,,,,,,,,,,,,,,
11-01-002-00007-000663,,,,,,,,,,,,,,,,,,
11-01-002-00007-000664,,,,,,,,,,,,,,,,,,
11-01-002-00007-000665,,,,,,,,,,,,,,,,,,
11-01-002-00007-000666,,,,,,,,,,,,,,,,,,
11-01-002-00007-000667,,,,,,,,,,,,,,,,,,
11-01-002-00007-000668,,,,,,,,,,,,,,,,,,
11-01-002-00007-000669,,,,,,,,,,,,,,,,,,
11-01-002-00007-000670,,,,,,,,,,,,,,,,,,
11-01-002-00007-000671,,,,,,,,,,,,,,,,,,
11-01-002-00007-000672,,,,,,,,,,,,,,,,,,
11-01-002-00007-000673,,,,,,,,,,,,,,,,,,
11-01-002-00007-000675,,,,,,,,,,,,,,,,,,
11-01-002-00007-000676,,,,,,,,,,,,,,,,,,
11-01-002-00007-000677,,,,,,,,,,,,,,,,,,
11-01-002-00007-000678,,,,,,,,,,,,,,,,,,
11-01-002-00007-000679,,,,,,,,,,,,,,,,,,
11-01-002-00007-000680,,,,,,,,,,,,,,,,,,
11-01-002-00007-000681,,,,,,,,,,,,,,,,,,
11-01-002-00007-000683,2011-03-08,,,,,,2007.0,,,,,,,,,,,
11-01-002-00007-000684,,,,,,,,,,,,,,,,,,
11-01-002-00007-000685,,,,,,,,,,,,,,,,,,
11-01-002-00007-000686,,,,,,,,,,,,,,,,,,
11-01-002-00007-000687,2008-08-24,,,,,,2006.0,,,,,,,,,,,
11-01-002-00007-000688,,,,,,,,,,,,,,,,,,
11-01-002-00007-000689,,,,,,,,,,,,,,,,,,
11-01-002-00007-000690,,,,,,,,,,,,,,,,,,
11-01-002-00007-000691,,,,,,,,,,,,,,,,,,
11-01-002-00007-000692,2011-02-08,,2013-04-01,,2012-08-18,,2007.0,,3.0,,270.81,,365.99,,0.0,,Choon - Nagrathkhah,
11-01-002-00007-000693,,,,,,,,,,,,,,,,,,
11-01-002-00007-000694,,,,,,,,,,,,,,,,,,
11-01-002-00007-000695,,,,,,,,,,,,,,,,,,
11-01-002-00007-000696,2011-02-07,,2012-10-01,,2012-08-17,,2007.0,,3.86,,216.13,,297.1,,0.0,,T03 KM 7th RD 100 - Mushbagh,
11-01-002-00007-000697,,,,,,,,,,,,,,,,,,
11-01-002-00007-000698,,,,,,,,,,,,,,,,,,
11-01-002-00007-000699,,,,,,,,,,,,,,,,,,
11-01-002-00007-000700,,,,,,,,,,,,,,,,,,
11-01-002-00007-000701,,,,,,,,,,,,,,,,,,
11-01-002-00007-000702,,,,,,,,,,,,,,,,,,
11-01-002-00007-000703,,,,,,,,,,,,,,,,,,
11-01-002-00007-000704,,,,,,,,,,,,,,,,,,
11-01-002-00007-000705,,,,,,,,,,,,,,,,,,
11-01-002-00007-000706,,,,,,,,,,,,,,,,,,
11-01-002-00007-000707,,,,,,,,,,,,,,,,,,
11-01-002-00007-000708,2008-11-05,,2011-08-01,,2009-08-14,,2006.0,,2.0,,76.86,,85.34,,0.0,,L044 Km 5th - Bandaybagh,
11-01-002-00007-000709,,,,,,,,,,,,,,,,,,
11-01-002-00007-000710,,,,,,,,,,,,,,,,,,
11-01-002-00007-000711,,,,,,,,,,,,,,,,,,
11-01-002-00007-000712,,,,,,,,,,,,,,,,,,
11-01-002-00007-000713,,,,,,,,,,,,,,,,,,
11-01-002-00007-000714,,,,,,,,,,,,,,,,,,
11-01-002-00007-000716,,,,,,,,,,,,,,,,,,
11-01-002-00007-000717,,,,,,,,,,,,,,,,,,
11-01-002-00007-000718,,,,,,,,,,,,,,,,,,
11-01-002-00007-000719,,,,,,,,,,,,,,,,,,
11-01-002-00007-000720,,,,,,,,,,,,,,,,,,
11-01-002-00008-000721,,,,,,,,,,,,,,,,,,
11-01-002-00008-000722,,,,,,,,,,,,,,,,,,
11-01-002-00008-000723,,,,,,,,,,,,,,,,,,
11-01-002-00008-000724,,,,,,,,,,,,,,,,,,
11-01-002-00008-000725,,,,,,,,,,,,,,,,,,
11-01-002-00008-000726,,,,,,,,,,,,,,,,,,
11-01-002-00008-000727,,,,,,,,,,,,,,,,,,
11-01-002-00008-000728,,,,,,,,,,,,,,,,,,
11-01-002-00008-000729,,,,,,,,,,,,,,,,,,
11-01-002-00008-000730,,,,,,,,,,,,,,,,,,
11-01-002-00008-000731,,,,,,,,,,,,,,,,,,
11-01-002-00008-000732,,,,,,,,,,,,,,,,,,
11-01-002-00008-000733,2004-04-06,,2008-11-01,,2004-04-15,,2001.0,,3.0,,64.79,,83.34,,0.0,,Puhroo to Rakhshalina,
11-01-002-00008-000735,,,,,,,,,,,,,,,,,,
11-01-002-00008-000736,,,,,,,,,,,,,,,,,,
11-01-002-00008-000737,,,,,,,,,,,,,,,,,,
11-01-002-00008-000738,,,,,,,,,,,,,,,,,,
11-01-002-00008-000739,,,,,,,,,,,,,,,,,,
11-01-002-00008-000740,,,,,,,,,,,,,,,,,,
11-01-002-00008-000741,,,,,,,,,,,,,,,,,,
11-01-002-00008-000742,,,,,,,,,,,,,,,,,,
11-01-002-00008-000743,,,,,,,,,,,,,,,,,,
11-01-002-00008-000744,,,,,,,,,,,,,,,,,,
11-01-002-00008-000745,,,,,,,,,,,,,,,,,,
11-01-002-00008-000746,,,,,,,,,,,,,,,,,,
11-01-002-00008-000747,,,,,,,,,,,,,,,,,,
11-01-002-00008-000748,,,,,,,,,,,,,,,,,,
11-01-002-00008-000749,,,,,,,,,,,,,,,,,,
11-01-002-00008-000751,,,,,,,,,,,,,,,,,,
11-01-002-00008-000752,,,,,,,,,,,,,,,,,,
11-01-002-00008-000753,,,,,,,,,,,,,,,,,,
11-01-002-00008-000754,,,,,,,,,,,,,,,,,,
11-01-002-00008-000755,,,,,,,,,,,,,,,,,,
11-01-002-00008-000756,,,,,,,,,,,,,,,,,,
11-01-002-00008-000757,,,,,,,,,,,,,,,,,,
11-01-002-00008-000758,,,,,,,,,,,,,,,,,,
11-01-002-00008-000759,,,,,,,,,,,,,,,,,,
11-01-002-00008-000760,,,,,,,,,,,,,,,,,,
11-01-002-00008-000761,,,,,,,,,,,,,,,,,,
11-01-002-00008-000762,,2009-06-24,,2012-07-01,,2011-01-03,,2006.0,,7.21,,411.59,,445.3,,0.0,,Chadoora - Kuzwera
11-01-002-00008-000763,,2009-06-24,,2012-07-01,,2011-01-03,,2006.0,,7.21,,411.59,,445.3,,0.0,,Chadoora - Kuzwera
11-01-002-00008-000764,,,,,,,,,,,,,,,,,,
11-01-002-00008-000765,,,,,,,,,,,,,,,,,,
11-01-002-00008-000766,,,,,,,,,,,,,,,,,,
11-01-002-00008-000767,,,,,,,,,,,,,,,,,,
11-01-002-00008-000768,,,,,,,,,,,,,,,,,,
11-01-002-00008-000769,,,,,,,,,,,,,,,,,,
11-01-002-00008-000770,,2009-06-24,,2012-07-01,,2011-01-03,,2006.0,,7.21,,411.59,,445.3,,0.0,,Chadoora - Kuzwera
11-01-002-00008-000771,,,,,,,,,,,,,,,,,,
11-01-002-00008-000772,,,,,,,,,,,,,,,,,,
11-01-002-00008-000773,,,,,,,,,,,,,,,,,,
11-01-002-00008-000774,,,,,,,,,,,,,,,,,,
11-01-002-00008-000775,,,,,,,,,,,,,,,,,,
11-01-002-00008-000776,,,,,,,,,,,,,,,,,,
11-01-002-00008-000777,,,,,,,,,,,,,,,,,,
11-01-002-00008-000778,,,,,,,,,,,,,,,,,,
11-01-002-00008-000779,,,,,,,,,,,,,,,,,,
11-01-002-00008-000780,,,,,,,,,,,,,,,,,,
11-01-002-00008-000781,,,,,,,,,,,,,,,,,,
11-01-002-00008-000782,,,,,,,,,,,,,,,,,,
11-01-002-00008-000783,,,,,,,,,,,,,,,,,,
11-01-002-00008-000784,,,,,,,,,,,,,,,,,,
11-01-002-00008-000785,,,,,,,,,,,,,,,,,,
11-01-002-00008-000786,,,,,,,,,,,,,,,,,,
11-01-002-00008-000787,,,,,,,,,,,,,,,,,,
11-01-002-00008-000789,,,,,,,,,,,,,,,,,,
11-01-002-00008-000790,,,,,,,,,,,,,,,,,,
11-01-002-00008-000791,,,,,,,,,,,,,,,,,,
11-01-002-00008-000792,,,,,,,,,,,,,,,,,,
11-01-002-00008-000793,,,,,,,,,,,,,,,,,,
11-01-002-00008-000794,,,,,,,,,,,,,,,,,,
11-01-002-00008-000795,,,,,,,,,,,,,,,,,,
11-01-002-00008-000796,,,,,,,,,,,,,,,,,,
11-01-002-00008-000797,,,,,,,,,,,,,,,,,,
11-01-002-00008-000798,,,,,,,,,,,,,,,,,,
11-01-002-00008-000799,,,,,,,,,,,,,,,,,,
11-01-002-00008-000800,,,,,,,,,,,,,,,,,,
11-01-002-00008-000801,,,,,,,,,,,,,,,,,,
11-01-002-00008-000802,,,,,,,,,,,,,,,,,,
11-01-002-00008-000803,,,,,,,,,,,,,,,,,,
11-01-002-00008-000805,,,,,,,,,,,,,,,,,,
11-01-002-00008-000806,2010-11-08,,,,,,2007.0,,,,,,,,,,,
11-01-002-00008-000807,2010-11-08,,,,,,2007.0,,,,,,,,,,,
11-01-002-00008-000809,,,,,,,,,,,,,,,,,,
11-01-002-00008-000810,,,,,,,,,,,,,,,,,,
11-01-002-00008-000811,,,,,,,,,,,,,,,,,,
11-01-002-00008-000812,,,,,,,,,,,,,,,,,,
11-01-002-00008-000813,,,,,,,,,,,,,,,,,,
11-01-002-00008-000814,,,,,,,,,,,,,,,,,,
11-01-002-00008-000815,,,,,,,,,,,,,,,,,,
11-01-002-00008-000816,,,,,,,,,,,,,,,,,,
11-01-002-00008-000817,,,,,,,,,,,,,,,,,,
11-01-002-00008-000818,,,,,,,,,,,,,,,,,,
11-01-002-00008-000819,,,,,,,,,,,,,,,,,,
11-01-002-00008-000820,,,,,,,,,,,,,,,,,,
11-01-002-00008-000821,,,,,,,,,,,,,,,,,,
11-01-002-00008-000822,2003-04-08,,2007-10-01,,2005-04-17,,2001.0,,4.0,,126.11,,113.84,,0.0,,Negoo to Jabad,
11-01-002-00008-000823,,,,,,,,,,,,,,,,,,
11-01-002-00008-000824,,,,,,,,,,,,,,,,,,
11-01-002-00008-000825,2010-11-08,,,,,,2007.0,,,,,,,,,,,
11-01-002-00008-000826,,,,,,,,,,,,,,,,,,
11-01-002-00008-000827,,,,,,,,,,,,,,,,,,
11-01-002-00008-000828,,2009-06-24,,2012-07-01,,2011-01-03,,2006.0,,7.21,,411.59,,445.3,,0.0,,Chadoora - Kuzwera
11-01-002-00008-000829,,,,,,,,,,,,,,,,,,
11-01-002-00008-800020,,,,,,,,,,,,,,,,,,
11-01-002-00009-000831,,,,,,,,,,,,,,,,,,
11-01-002-00009-000832,,,,,,,,,,,,,,,,,,
11-01-002-00009-000833,,,,,,,,,,,,,,,,,,
11-01-002-00009-000834,,,,,,,,,,,,,,,,,,
11-01-002-00009-000835,,,,,,,,,,,,,,,,,,
11-01-002-00009-000836,,,,,,,,,,,,,,,,,,
11-01-002-00009-000837,2008-08-05,,2011-12-01,,2010-02-14,,2006.0,,10.0,,355.92,,364.48,,0.0,,Kanidajan - Nowgam,
11-01-002-00009-000838,,,,,,,,,,,,,,,,,,
11-01-002-00009-000839,2005-07-09,,2009-08-01,,2007-02-23,,2003.0,,5.25,,117.28,,155.26,,0.0,,ZINIPANCHAL TO DALWAN,
11-01-002-00009-000840,,,,,,,,,,,,,,,,,,
11-01-002-00009-000841,,,,,,,,,,,,,,,,,,
11-01-002-00009-000842,,,,,,,,,,,,,,,,,,
11-01-002-00009-000843,,,,,,,,,,,,,,,,,,
11-01-002-00009-000844,,,,,,,,,,,,,,,,,,
11-01-002-00009-000846,,,,,,,,,,,,,,,,,,
11-01-002-00009-000847,,,,,,,,,,,,,,,,,,
11-01-003-00010-000848,,,,,,,,,,,,,,,,,,
11-01-003-00010-000849,,,,,,,,,,,,,,,,,,
11-01-003-00010-000850,,,,,,,,,,,,,,,,,,
11-01-003-00010-000851,,,,,,,,,,,,,,,,,,
11-01-003-00010-000852,2013-03-18,,,,,,2012.0,,,,,,,,,,,
11-01-003-00010-000853,,,,,,,,,,,,,,,,,,
11-01-003-00010-000854,,,,,,,,,,,,,,,,,,
11-01-003-00010-000855,,,,,,,,,,,,,,,,,,
11-01-003-00010-000856,,,,,,,,,,,,,,,,,,
11-01-003-00010-000857,,,,,,,,,,,,,,,,,,
11-01-003-00010-000858,,,,,,,,,,,,,,,,,,
11-01-003-00010-000859,,,,,,,,,,,,,,,,,,
11-01-003-00010-000860,,,,,,,,,,,,,,,,,,
11-01-003-00010-000861,,,2004-03-01,,,,2001.0,,1.0,,10.18,,12.15,,0.0,,L029 - Pharka jinchen to Rumbak,
11-01-003-00010-000862,,,,,,,,,,,,,,,,,,
11-01-003-00010-000863,,,,,,,,,,,,,,,,,,
11-01-003-00010-000864,,,,,,,,,,,,,,,,,,
11-01-003-00010-000865,,,,,,,,,,,,,,,,,,
11-01-003-00010-000866,,,,,,,,,,,,,,,,,,
11-01-003-00010-000867,,,,,,,,,,,,,,,,,,
11-01-003-00010-000868,,,,,,,,,,,,,,,,,,
11-01-003-00010-000869,2009-03-16,,2010-09-01,,2010-10-31,,2006.0,,2.75,,50.49,,52.88,,0.0,,Kharu - KhaltsiYogmosRD0275mtr,
11-01-003-00010-000870,,,,,,,,,,,,,,,,,,
11-01-003-00010-000871,,,2007-09-01,,,,2003.0,,2.75,,28.7,,41.84,,0.0,,KHARU - KHALATSI YOGNOS,
11-01-003-00010-000872,2002-01-21,,2008-08-01,,2003-01-31,,2001.0,,3.0,,31.18,,44.01,,0.0,,L024 - Chemray to Sakti Agyam,
11-01-003-00010-000873,,,,,,,,,,,,,,,,,,
11-01-003-00010-000874,,,,,,,,,,,,,,,,,,
11-01-003-00010-000875,,,,,,,,,,,,,,,,,,
11-01-003-00010-000876,,,,,,,,,,,,,,,,,,
11-01-003-00010-000877,,,,,,,,,,,,,,,,,,
11-01-003-00010-000878,,,,,,,,,,,,,,,,,,
11-01-003-00010-000879,,,,,,,,,,,,,,,,,,
11-01-003-00010-000880,,,,,,,,,,,,,,,,,,
11-01-003-00010-000881,,,,,,,,,,,,,,,,,,
11-01-003-00010-000882,,,,,,,,,,,,,,,,,,
11-01-003-00010-000883,,,,,,,,,,,,,,,,,,
11-01-003-00010-000884,,,,,,,,,,,,,,,,,,
11-01-003-00010-000885,,,,,,,,,,,,,,,,,,
11-01-003-00010-000886,,,,,,,,,,,,,,,,,,
11-01-003-00010-000887,,,,,,,,,,,,,,,,,,
11-01-003-00010-000888,,,2004-08-01,,,,2001.0,,2.0,,18.45,,22.02,,0.0,,L035 - T03 TO TARCHIT,
11-01-003-00010-000889,,,,,,,,,,,,,,,,,,
11-01-003-00010-000890,,,,,,,,,,,,,,,,,,
11-01-003-00010-000891,,,,,,,,,,,,,,,,,,
11-01-003-00010-000892,,,,,,,,,,,,,,,,,,
11-01-003-00010-000893,,,,,,,,,,,,,,,,,,
11-01-003-00010-000894,,,,,,,,,,,,,,,,,,
11-01-003-00010-000895,,2009-09-05,,,,,,2006.0,,,,,,,,,,
11-01-003-00010-000896,,,,,,,,,,,,,,,,,,
11-01-003-00010-000897,,,,,,,,,,,,,,,,,,
11-01-003-00010-000898,,,,,,,,,,,,,,,,,,
11-01-003-00010-000899,,,,,,,,,,,,,,,,,,
11-01-003-00010-000900,,,,,,,,,,,,,,,,,,
11-01-003-00010-000901,,,,,,,,,,,,,,,,,,
11-01-003-00010-000902,,,,,,,,,,,,,,,,,,
11-01-003-00010-000903,,,,,,,,,,,,,,,,,,
11-01-003-00010-000904,,2011-09-30,,,,,,2007.0,,,,,,,,,,
11-01-003-00010-000906,,,,,,,,,,,,,,,,,,
11-01-003-00010-000908,,,,,,,,,,,,,,,,,,
11-01-003-00010-000909,,,,,,,,,,,,,,,,,,
11-01-003-00010-000910,,,,,,,,,,,,,,,,,,
11-01-003-00011-000911,,,,,,,,,,,,,,,,,,
11-01-003-00011-000912,,,,,,,,,,,,,,,,,,
11-01-003-00011-000913,,,,,,,,,,,,,,,,,,
11-01-003-00011-000914,,,2007-03-01,,,,2001.0,,1.0,,12.8,,16.84,,0.0,,T04 - SHAYOK BRIDGE TO THANG,
11-01-003-00011-000915,,,,,,,,,,,,,,,,,,
11-01-003-00011-000916,,,,,,,,,,,,,,,,,,
11-01-003-00011-000917,,,,,,,,,,,,,,,,,,
11-01-003-00011-000918,,,,,,,,,,,,,,,,,,
11-01-003-00011-000919,,,,,,,,,,,,,,,,,,
11-01-003-00011-000920,,,,,,,,,,,,,,,,,,
11-01-003-00011-000921,2007-03-26,,2009-07-01,,2008-04-07,,2004.0,,7.0,,103.9,,117.62,,0.0,,Skuru (Bogdang) - Udmaru,
11-01-003-00011-000922,,,,,,,,,,,,,,,,,,
11-01-003-00011-000923,,,,,,,,,,,,,,,,,,
11-01-003-00011-000924,2011-04-13,,,,,,2007.0,,,,,,,,,,,
11-01-003-00011-000925,,,,,,,,,,,,,,,,,,
11-01-003-00011-000926,,,,,,,,,,,,,,,,,,
11-01-003-00011-000927,2011-04-02,,,,,,2003.0,,,,,,,,,,,
11-01-003-00011-000928,,,,,,,,,,,,,,,,,,
11-01-003-00011-000929,,,,,,,,,,,,,,,,,,
11-01-003-00011-000930,,,,,,,,,,,,,,,,,,
11-01-003-00011-000931,,,,,,,,,,,,,,,,,,
11-01-003-00011-000932,,,,,,,,,,,,,,,,,,
11-01-003-00011-000933,,,,,,,,,,,,,,,,,,
11-01-003-00011-000934,,,,,,,,,,,,,,,,,,
11-01-003-00011-000935,,,,,,,,,,,,,,,,,,
11-01-003-00011-000936,2011-04-02,,2007-12-01,,2012-10-01,,2003.0,,4.0,,36.31,,45.3,,0.0,,KANGTO TO DIGGER,
11-01-003-00011-000937,,,,,,,,,,,,,,,,,,
11-01-003-00011-000938,,,,,,,,,,,,,,,,,,
11-01-003-00012-000939,,,,,,,,,,,,,,,,,,
11-01-003-00012-000940,,,,,,,,,,,,,,,,,,
11-01-003-00012-000941,,,,,,,,,,,,,,,,,,
11-01-003-00012-000942,,,,,,,,,,,,,,,,,,
11-01-003-00012-000943,,,2008-03-01,,,,2001.0,,3.0,,39.36,,47.4,,0.0,,Achinathang - Lungpa,
11-01-003-00012-000944,,,,,,,,,,,,,,,,,,
11-01-003-00012-000945,,,,,,,2007.0,,,,,,,,,,,
11-01-003-00012-000946,2009-03-16,,2009-09-01,,2010-10-30,,2006.0,,3.0,,50.06,,56.9,,0.0,,T04Km12 - Takmachik,
11-01-003-00012-000947,,,,,,,,,,,,,,,,,,
11-01-003-00012-000948,,,,,,,,,,,,,,,,,,
11-01-003-00012-000949,,,,,,,,,,,,,,,,,,
11-01-003-00012-000950,,,,,,,,,,,,,,,,,,
11-01-003-00012-000951,,,,,,,,,,,,,,,,,,
11-01-003-00012-000952,,,,,,,,,,,,,,,,,,
11-01-003-00012-000953,,,,,,,,,,,,,,,,,,
11-01-003-00012-000954,,,,,,,2007.0,,,,,,,,,,,
11-01-003-00012-000955,,,2004-03-01,,,,2001.0,,1.6,,26.06,,29.8,,0.0,,L042 - T05 To Kaya Markha,
11-01-003-00012-000956,,,,,,,,,,,,,,,,,,
11-01-003-00012-000957,,,,,,,,,,,,,,,,,,
11-01-003-00012-000958,,,,,,,2007.0,,,,,,,,,,,
11-01-003-00012-000959,,,,,,,2007.0,,,,,,,,,,,
11-01-003-00012-000960,,,2012-07-01,,,,2004.0,,13.7,,99.14,,207.83,,0.0,,Fanjila - Photoksar Part II ( Km 31st to 43.7),
11-01-003-00012-000961,,,,,,,,,,,,,,,,,,
11-01-004-00013-000962,2007-02-24,,,,,,2004.0,,,,,,,,,,,
11-01-004-00013-000963,2008-09-27,,,,,,2005.0,,,,,,,,,,,
11-01-004-00013-000964,,,,,,,,,,,,,,,,,,
11-01-004-00013-000965,2011-07-15,,,,,,2007.0,,,,,,,,,,,
11-01-004-00013-000966,2011-06-03,,2013-09-01,,2012-11-12,,2007.0,,2.77,,203.55,,236.8,,0.0,,Kargil Batalik Road RD 360 - Lalung,
11-01-004-00013-000967,,,,,,,,,,,,,,,,,,
11-01-004-00013-000968,,,,,,,,,,,,,,,,,,
11-01-004-00013-000969,,,,,,,,,,,,,,,,,,
11-01-004-00013-000970,,,,,,,,,,,,,,,,,,
11-01-004-00013-000971,,,,,,,,,,,,,,,,,,
11-01-004-00013-000972,,,,,,,,,,,,,,,,,,
11-01-004-00013-000973,2005-03-02,,2008-05-01,,2006-10-18,,2003.0,,9.0,,286.98,,294.32,,0.0,,BYEPASS ROAD KARGIL TO SHILKCHAY HUNDURMAN,
11-01-004-00013-000974,,,2005-11-01,,,,2001.0,,2.5,,40.76,,50.89,,0.0,,NH_ - _Hardass,
11-01-004-00013-000975,,,,,,,,,,,,,,,,,,
11-01-004-00013-000976,2009-05-22,,,,,,2006.0,,,,,,,,,,,
11-01-004-00013-000977,,,,,,,,,,,,,,,,,,
11-01-004-00013-000978,,,,,,,,,,,,,,,,,,
11-01-004-00013-000979,,,,,,,,,,,,,,,,,,
11-01-004-00013-000980,,,,,,,2001.0,,,,,,,,,,,
11-01-004-00013-000981,,,,,,,,,,,,,,,,,,
11-01-004-00013-000982,,,,,,,,,,,,,,,,,,
11-01-004-00013-000983,2008-05-22,,2010-12-01,,2009-12-01,,2004.0,,8.0,,208.07,,222.15,,0.0,,L/R from Amzeth (Shaker) - Lamsoo,
11-01-004-00013-000984,2013-03-19,,2014-11-01,,2013-09-30,,2012.0,,6.6,,495.48,,582.24,,0.0,,Yokma Kharboo - Asthana Samonee,
11-01-004-00013-000985,,,,,,,,,,,,,,,,,,
11-01-004-00013-000986,,,,,,,,,,,,,,,,,,
11-01-004-00013-000987,,,,,,,,,,,,,,,,,,
11-01-004-00013-000988,2009-08-31,,,,,,2006.0,,,,,,,,,,,
11-01-004-00013-000989,,,,,,,,,,,,,,,,,,
11-01-004-00013-000990,,,,,,,,,,,,,,,,,,
11-01-004-00013-000991,,,,,,,,,,,,,,,,,,
11-01-004-00013-000992,,,,,,,,,,,,,,,,,,
11-01-004-00013-000993,,,,,,,,,,,,,,,,,,
11-01-004-00013-000994,,,,,,,,,,,,,,,,,,
11-01-004-00013-000995,,,,2012-09-01,,,,2006.0,,38.0,,2604.59,,2842.69,,0.0,,KargilSuruPadamRDKM3rd - Km40th
11-01-004-00013-000996,,,,,,,,,,,,,,,,,,
11-01-004-00013-000997,,,,,,,,,,,,,,,,,,
11-01-004-00013-000998,2013-07-10,,,,,,2012.0,,,,,,,,,,,
11-01-004-00013-000999,,,,,,,,,,,,,,,,,,
11-01-004-00013-001000,,,,,,,,,,,,,,,,,,
11-01-004-00013-001001,2013-10-24,,,,,,2012.0,,,,,,,,,,,
11-01-004-00013-001002,,,,,,,,,,,,,,,,,,
11-01-004-00013-001003,,,,,,,,,,,,,,,,,,
11-01-004-00013-001004,,,,,,,,,,,,,,,,,,
11-01-004-00013-001005,,,,,,,,,,,,,,,,,,
11-01-004-00013-001006,,,,,,,,,,,,,,,,,,
11-01-004-00013-001008,,,,,,,,,,,,,,,,,,
11-01-004-00013-001009,,,,,,,,,,,,,,,,,,
11-01-004-00013-001010,,,,,,,,,,,,,,,,,,
11-01-004-00013-001011,,,,,,,2007.0,,,,,,,,,,,
11-01-004-00013-001013,2013-07-10,,,,,,2012.0,,,,,,,,,,,
11-01-004-00013-001014,,,,,,,,,,,,,,,,,,
11-01-004-00013-001015,,,,,,,,,,,,,,,,,,
11-01-004-00013-001016,,,,,,,,,,,,,,,,,,
11-01-004-00013-001017,,,,,,,,,,,,,,,,,,
11-01-004-00013-001018,,,,,,,,,,,,,,,,,,
11-01-004-00013-001019,,,,,,,,,,,,,,,,,,
11-01-004-00013-001020,2007-08-31,,2012-07-01,,2009-03-10,,2004.0,,3.0,,111.31,,136.91,,0.0,,l/R from N.H.to chatti-thang,
11-01-004-00013-001021,,,,,,,,,,,,,,,,,,
11-01-004-00013-001022,2011-10-22,,,,,,2007.0,,,,,,,,,,,
11-01-004-00013-001023,2009-05-22,,,,,,2006.0,,,,,,,,,,,
11-01-004-00013-001024,,,,,,,,,,,,,,,,,,
11-01-004-00013-001025,2007-07-21,,2008-12-01,,2009-01-31,,2004.0,,4.0,,89.85,,107.15,,0.0,,L/R from Yougmal (Bodhkharboo) to Phoo,
11-01-004-00013-001026,,,,,,,,,,,,,,,,,,
11-01-004-00013-001027,,,,,,,,,,,,,,,,,,
11-01-004-00013-800048,,,,,,,,,,,,,,,,,,
11-01-004-00014-001028,,,,2012-09-01,,,,2006.0,,38.0,,2604.59,,2842.69,,0.0,,KargilSuruPadamRDKM3rd - Km40th
11-01-004-00014-001029,,,,2012-09-01,,,,2006.0,,38.0,,2604.59,,2842.69,,0.0,,KargilSuruPadamRDKM3rd - Km40th
11-01-004-00014-001030,,,2008-12-01,,,,2004.0,,1.0,,54.9,,55.08,,0.0,,LINK ROAD FROM KANOOR TO SALTONG,
11-01-004-00014-001031,,,,,,,,,,,,,,,,,,
11-01-004-00014-001032,,,2012-07-01,,,,2003.0,,3.0,,83.16,,81.92,,0.0,,KARGIL SURU ROAD TO THUINA KOMOTUL,
11-01-004-00014-001033,,,,,,,,,,,,,,,,,,
11-01-004-00014-001034,,,,2012-09-01,,,,2006.0,,38.0,,2604.59,,2842.69,,0.0,,KargilSuruPadamRDKM3rd - Km40th
11-01-004-00014-001035,,,2008-12-01,,,,2004.0,,5.0,,184.01,,177.47,,0.0,,LINK ROAD FROM LANKERCHEY TO LANKERCHEY BROQ,
11-01-004-00014-001036,,,,,,,2012.0,,,,,,,,,,,
11-01-004-00014-001037,,,,,,,,,,,,,,,,,,
11-01-004-00014-001038,,,,,,,,,,,,,,,,,,
11-01-004-00014-001039,,,,,,,,,,,,,,,,,,
11-01-004-00014-001040,,,,,,,,,,,,,,,,,,
11-01-004-00014-001041,,,,,,,,,,,,,,,,,,
11-01-004-00014-001042,,,,,,,,,,,,,,,,,,
11-01-004-00014-001043,,,,,,,,,,,,,,,,,,
11-01-004-00014-001044,,,,,,,2012.0,,,,,,,,,,,
11-01-004-00014-001045,,,,,,,,,,,,,,,,,,
11-01-004-00014-001046,,,,,,,,,,,,,,,,,,
11-01-004-00014-001047,,,,,,,,,,,,,,,,,,
11-01-004-00014-001048,,,,,,,,,,,,,,,,,,
11-01-004-00014-001049,,,,,,,,,,,,,,,,,,
